"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"762",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"763","Mituco","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"764","Tipane","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"765",NA,"Male",1,0,2008,"Formal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,"Female",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"767","Munar","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"768","Namiepe","Male",0,0,2008,"Subsist_crops",NA,"None","Illiterate",1,1,0,1,1,0,1,NA
"769",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"770","Munar","Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"771","Munar","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"772","Txotxo","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"773","Hori","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"774","Nambui","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"775","Nambui","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"776","Namaquete","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"777","Hori","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"778","Nanheua","Male",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"779","Nanheua","Male",0,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"780",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"781","Txotxo","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"782",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"783","Naheco","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"784","Naheco","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"785","Naheco","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"786","Naheco","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"787","Naheco","Male",1,0,2008,"Subsist_crops",NA,"Complete_secondary_or_higher","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"788","Nacalela",NA,0,0,2008,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"789","Nacalela","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"790","Nacalela","Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"791","Macogone","Male",0,0,2008,"Forraged_products",NA,"Incomplete_primary",NA,0,1,0,1,0,0,1,NA
"792","Macogone","Female",0,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,NA
"793",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"794","Mavele","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"795","Lalaue","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"796","Namichir","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"797","Pacone","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"798","Pacone","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"799","Tipane","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"800","Nanheua","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"801","Nanheua","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"802","Hori","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"803",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"804","Mavele","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"805",NA,"Male",0,0,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Namichir","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Nauluco","Female",0,0,2008,"Sell_drinks",NA,"None",NA,0,0,0,0,0,0,0,NA
"808","Namichir","Female",0,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"810","Corane","Female",0,0,2008,"Subsist_crops",NA,"None",NA,1,1,1,1,1,1,0,NA
"811","Mucoroma","Male",1,0,2008,"Cash_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"812","Mucoroma","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"813","Mucoroma","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"814","Lalaue","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"815",NA,"Male",0,0,2008,"Subsist_crops",NA,"None","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"816","Nauluco","Female",0,0,2008,"Sell_drinks",NA,"None",NA,0,0,0,0,0,0,0,NA
"817","Ampuitine","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"818","Mtopa","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"819","Lalaue","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"820","Nauluco","Female",0,0,2008,"Informal_work",NA,"None",NA,0,0,0,0,0,0,0,NA
"821","Mucoroma","Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Murateia","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",NA,"Female",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Namiepe","Female",0,0,2008,NA,NA,"None",NA,1,1,0,1,1,0,1,NA
"826","Corane",NA,0,0,2008,"Remittances",NA,"None",NA,1,1,1,1,1,1,0,NA
"827",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Mtopa","Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Tipane","Male",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Tipane","Female",0,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",NA,"Female",0,0,2008,"Monthly_pension",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Mituco",NA,0,0,2008,"Informal_work",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",NA,"Male",1,0,2008,"Monthly_pension",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Lalaue","Male",1,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"835","Nauluco","Female",0,0,2008,"Informal_work",NA,"None","None",0,0,0,0,0,0,0,NA
"836","Nauluco","Male",1,0,2008,"Construction_materials",NA,"Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,NA
"837","Corane","Male",0,0,2008,"Fish_sale_external",NA,"None","None",1,1,1,1,1,1,0,NA
"838",NA,"Male",0,0,2008,"Animal_husbandry",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"839","Moebase","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"840","Monudo/Murudo","Male",1,0,2008,"Animal_husbandry",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"841","Corane","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",1,1,1,1,1,1,0,NA
"842",NA,"Male",1,0,2008,NA,NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"843",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"844","Mtopa","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"845","Ampuitine","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"846","Ampuitine","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"847",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"848","Iarupa","Female",0,0,2008,"Fish_sale_external",NA,"Illiterate","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"849","Pacone","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"850",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"851","Murateia","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"852",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"853",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"854","Namame","Male",0,0,2008,"Subsist_crops",NA,"None","None",0,1,0,1,0,0,1,NA
"855",NA,"Male",1,0,2008,"Monthly_pension",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"856",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"857",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"858","Tipane","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"859",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"860",NA,"Male",1,0,2008,"Formal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"861","Namiepe","Female",0,0,2008,"Subsist_crops",NA,"None","Incomplete_primary",1,1,0,1,1,0,1,NA
"862",NA,"Male",1,0,2008,"Monthly_pension",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"863",NA,"Male",1,0,2008,NA,NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"864","Munar","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"865",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"866",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"867","Namaquete","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"868","Nambui","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"869","Nanheua","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"870","Nanheua","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"871","Namaquete","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"872","Txotxo","Male",1,0,2008,"Forraged_products",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"873","Namaquete","Male",1,0,2008,"Transportation",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"874","Nanheua","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"875",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"876","Nambui","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"877","Nambui","Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,0
"878",NA,"Male",1,0,2008,NA,NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"879",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"880",NA,"Male",1,0,2008,"Monthly_pension",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"881","Naheco","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"882",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"883","Nacalela","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"884","Nacalela","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"885","Macogone","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,NA
"886","Nacalela","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"887","Nacalela","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"888","Solulo","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"889","Solulo","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"890","Mavele","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"891","Corane","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",1,1,1,1,1,1,0,NA
"892","Corane","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,1,1,1,1,0,NA
"893","Mtopa","Male",1,0,2008,"Informal_formal_business",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"894","Tipane","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"895","Nambui","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"896","Nacalela","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"897","Macogone","Male",1,0,2008,NA,NA,"Complete_secondary_or_higher","None",0,1,0,1,0,0,1,NA
"898","Solulo","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"899","Solulo","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"900",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","Mtopa","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"902","Mavele","Male",0,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"903",NA,"Male",1,0,2008,"Fruit",NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0
"904",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"905","Mucoroma","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"906","Namichir","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"907","Hori","Male",0,0,2008,NA,NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"908",NA,"Female",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","Namichir","Female",0,0,2008,"Fish_sale_external",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","Namichir","Female",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",NA,NA,0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",NA,"Male",0,0,2008,"Informal_work",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","Nambui","Male",0,0,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","Mituco","Male",1,0,2008,"Informal_work",NA,"Illiterate","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"917",NA,"Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"918","Namichir","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"919","Lalaue","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"920","Namichir","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"921","Namichir","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"922","Namichir","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"923","Namichir","Male",0,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"924","Namichir","Male",0,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"925","Namichir","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"926","Mucoroma","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"927","Mucoroma","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"928","Monudo/Murudo","Male",1,0,2008,"Animal_husbandry",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"929","Mtopa","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"930","Nacocolo","Male",0,0,2008,"Fish_sale_external",NA,"None","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"931",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"932",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"933",NA,"Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"934","Murateia","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"935",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"936","Tipane","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"937",NA,"Male",1,0,2008,"Monthly_pension",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"938",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"939",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"940",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"941","Tipane","Male",1,0,2008,"Fish_sale_local",NA,"Complete_secondary_or_higher","None",NA,NA,NA,NA,NA,NA,NA,NA
"942",NA,"Male",1,0,2008,NA,NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"943","Munar","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"944",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"945","Nambui","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"946","Nambui","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"947","Nambui","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"948","Nambui","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"949",NA,"Male",1,0,2008,"Cash_crops",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"950","Macogone","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,NA
"951","Solulo","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"952","Mavele","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"953","Namichir","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"954",NA,"Male",0,0,2008,"Fruit",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"955",NA,"Male",1,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"956","Natere","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","Lalaue","Male",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","Lalaue","Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"959","Pacone","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"960","Tipane","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"961",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962",NA,"Female",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963",NA,"Male",1,0,2008,"Fish_processing",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964",NA,"Male",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965",NA,"Male",1,0,2008,NA,NA,"Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","Solulo","Male",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968",NA,"Male",1,0,2008,"Fish_sale_local",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"969","Monudo/Murudo","Male",1,0,2008,"Animal_husbandry",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"970",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"971","Pacone","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"972",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"973",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"974",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"975","Mituco","Male",1,0,2008,"Informal_formal_business",NA,"Illiterate","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"976","Munar","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"977",NA,"Male",1,0,2008,"Animal_husbandry",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"978",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"979","Nambui","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
